Project: /share/home/yuan/SYX/eeg-mi-online
Env    : mi_torch_cu118
Args   : --methods bn_statistics_adaptation --models eegnet --seeds 3 --protocols single,multi --tag-suffix bn_statistics_adaptation_eegnet_s3
Node   : gpu01 | Start: Tue Jun  9 12:08:06 CST 2026
Tue Jun  9 12:08:07 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:01:00.0 Off |                  Off |
| 30%   42C    P0             50W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-09 12:08:10 | INFO    | train_session_alignment | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-09 12:08:10 | INFO    | train_session_alignment | loaded 148 ok sessions | methods=['bn_statistics_adaptation'] | models=['eegnet'] | seeds=[3] | groups=['single', 'multi'] | tasks=335
2026-06-09 12:08:22 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-001_ses01-to-ses02 seed=3 acc=0.7450 (ntr=160 nval=40 nte=200)
2026-06-09 12:12:29 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-005_ses03-to-ses01 seed=3 acc=0.7950 (ntr=160 nval=40 nte=200)
2026-06-09 12:12:43 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-005_ses03-to-ses02 seed=3 acc=0.7900 (ntr=160 nval=40 nte=200)
2026-06-09 12:12:54 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-006_ses01-to-ses02 seed=3 acc=0.9250 (ntr=160 nval=40 nte=200)
2026-06-09 12:13:06 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-006_ses01-to-ses03 seed=3 acc=0.9650 (ntr=160 nval=40 nte=200)
2026-06-09 12:13:22 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-006_ses02-to-ses01 seed=3 acc=0.7800 (ntr=160 nval=40 nte=200)
2026-06-09 12:13:37 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-006_ses02-to-ses03 seed=3 acc=0.8750 (ntr=160 nval=40 nte=200)
2026-06-09 12:13:51 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-006_ses03-to-ses01 seed=3 acc=0.8250 (ntr=160 nval=40 nte=200)
2026-06-09 12:14:04 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-006_ses03-to-ses02 seed=3 acc=0.8100 (ntr=160 nval=40 nte=200)
2026-06-09 12:14:09 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-007_ses01-to-ses02 seed=3 acc=0.6750 (ntr=160 nval=40 nte=200)
2026-06-09 12:14:14 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-007_ses01-to-ses03 seed=3 acc=0.8050 (ntr=160 nval=40 nte=200)
2026-06-09 12:14:19 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-007_ses02-to-ses01 seed=3 acc=0.6400 (ntr=160 nval=40 nte=200)
2026-06-09 12:14:24 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-007_ses02-to-ses03 seed=3 acc=0.8450 (ntr=160 nval=40 nte=200)
2026-06-09 12:14:29 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-007_ses03-to-ses01 seed=3 acc=0.7100 (ntr=160 nval=40 nte=200)
2026-06-09 12:14:34 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-007_ses03-to-ses02 seed=3 acc=0.8200 (ntr=160 nval=40 nte=200)
2026-06-09 12:14:40 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-008_ses01-to-ses02 seed=3 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 12:14:46 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-008_ses01-to-ses03 seed=3 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 12:15:02 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-008_ses02-to-ses01 seed=3 acc=0.6700 (ntr=160 nval=40 nte=200)
2026-06-09 12:15:18 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-008_ses02-to-ses03 seed=3 acc=0.7900 (ntr=160 nval=40 nte=200)
2026-06-09 12:15:27 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-008_ses03-to-ses01 seed=3 acc=0.6250 (ntr=160 nval=40 nte=200)
2026-06-09 12:15:36 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-008_ses03-to-ses02 seed=3 acc=0.7350 (ntr=160 nval=40 nte=200)
2026-06-09 12:15:43 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-009_ses01-to-ses02 seed=3 acc=0.7500 (ntr=160 nval=40 nte=200)
2026-06-09 12:15:50 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-009_ses01-to-ses03 seed=3 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 12:15:58 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-009_ses02-to-ses01 seed=3 acc=0.6200 (ntr=160 nval=40 nte=200)
2026-06-09 12:16:07 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-009_ses02-to-ses03 seed=3 acc=0.6250 (ntr=160 nval=40 nte=200)
2026-06-09 12:16:11 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-009_ses03-to-ses01 seed=3 acc=0.5700 (ntr=160 nval=40 nte=200)
2026-06-09 12:16:16 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-009_ses03-to-ses02 seed=3 acc=0.5800 (ntr=160 nval=40 nte=200)
2026-06-09 12:16:24 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-010_ses01-to-ses02 seed=3 acc=0.7950 (ntr=160 nval=40 nte=200)
2026-06-09 12:16:32 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-010_ses01-to-ses03 seed=3 acc=0.5600 (ntr=160 nval=40 nte=200)
2026-06-09 12:16:37 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-010_ses02-to-ses01 seed=3 acc=0.7150 (ntr=160 nval=40 nte=200)
2026-06-09 12:16:42 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-010_ses02-to-ses03 seed=3 acc=0.5950 (ntr=160 nval=40 nte=200)
2026-06-09 12:16:53 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-010_ses03-to-ses01 seed=3 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:04 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-010_ses03-to-ses02 seed=3 acc=0.7250 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:09 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-011_ses01-to-ses02 seed=3 acc=0.7050 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:14 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-011_ses01-to-ses03 seed=3 acc=0.9100 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:19 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-011_ses02-to-ses01 seed=3 acc=0.8400 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:24 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-011_ses02-to-ses03 seed=3 acc=0.8600 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:29 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-011_ses03-to-ses01 seed=3 acc=0.8750 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:34 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-011_ses03-to-ses02 seed=3 acc=0.6750 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:39 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-012_ses01-to-ses02 seed=3 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:43 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-012_ses01-to-ses03 seed=3 acc=0.5750 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:48 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-012_ses02-to-ses01 seed=3 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:53 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-012_ses02-to-ses03 seed=3 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 12:17:59 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-012_ses03-to-ses01 seed=3 acc=0.5250 (ntr=160 nval=40 nte=200)
2026-06-09 12:18:06 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-012_ses03-to-ses02 seed=3 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 12:18:11 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-013_ses01-to-ses02 seed=3 acc=0.7050 (ntr=160 nval=40 nte=200)
2026-06-09 12:18:15 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-013_ses01-to-ses03 seed=3 acc=0.7150 (ntr=160 nval=40 nte=200)
2026-06-09 12:18:24 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-013_ses02-to-ses01 seed=3 acc=0.6500 (ntr=160 nval=40 nte=200)
2026-06-09 12:18:32 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-013_ses02-to-ses03 seed=3 acc=0.7450 (ntr=160 nval=40 nte=200)
2026-06-09 12:18:49 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-013_ses03-to-ses01 seed=3 acc=0.7400 (ntr=160 nval=40 nte=200)
2026-06-09 12:19:06 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-013_ses03-to-ses02 seed=3 acc=0.7000 (ntr=160 nval=40 nte=200)
2026-06-09 12:19:11 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-014_ses01-to-ses02 seed=3 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 12:19:15 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-014_ses01-to-ses03 seed=3 acc=0.5250 (ntr=160 nval=40 nte=200)
2026-06-09 12:19:20 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-014_ses02-to-ses01 seed=3 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 12:19:24 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-014_ses02-to-ses03 seed=3 acc=0.4800 (ntr=160 nval=40 nte=200)
2026-06-09 12:19:29 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-014_ses03-to-ses01 seed=3 acc=0.4900 (ntr=160 nval=40 nte=200)
2026-06-09 12:19:34 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-014_ses03-to-ses02 seed=3 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 12:19:46 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-015_ses01-to-ses02 seed=3 acc=0.6000 (ntr=160 nval=40 nte=200)
2026-06-09 12:19:58 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-015_ses01-to-ses03 seed=3 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 12:20:04 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-015_ses02-to-ses01 seed=3 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 12:20:10 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-015_ses02-to-ses03 seed=3 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 12:20:29 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-015_ses03-to-ses01 seed=3 acc=0.5750 (ntr=160 nval=40 nte=200)
2026-06-09 12:20:48 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-015_ses03-to-ses02 seed=3 acc=0.6700 (ntr=160 nval=40 nte=200)
2026-06-09 12:20:53 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-016_ses01-to-ses02 seed=3 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 12:20:58 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-016_ses01-to-ses03 seed=3 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 12:21:02 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-016_ses02-to-ses01 seed=3 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 12:21:07 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-016_ses02-to-ses03 seed=3 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 12:21:11 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-016_ses03-to-ses01 seed=3 acc=0.5800 (ntr=160 nval=40 nte=200)
2026-06-09 12:21:16 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-016_ses03-to-ses02 seed=3 acc=0.5600 (ntr=160 nval=40 nte=200)
2026-06-09 12:21:25 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-017_ses01-to-ses02 seed=3 acc=0.7550 (ntr=160 nval=40 nte=200)
2026-06-09 12:21:33 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-017_ses01-to-ses03 seed=3 acc=0.7000 (ntr=160 nval=40 nte=200)
2026-06-09 12:21:40 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-017_ses02-to-ses01 seed=3 acc=0.7450 (ntr=160 nval=40 nte=200)
2026-06-09 12:21:46 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-017_ses02-to-ses03 seed=3 acc=0.7500 (ntr=160 nval=40 nte=200)
2026-06-09 12:21:51 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-017_ses03-to-ses01 seed=3 acc=0.6450 (ntr=160 nval=40 nte=200)
2026-06-09 12:21:56 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-017_ses03-to-ses02 seed=3 acc=0.6650 (ntr=160 nval=40 nte=200)
2026-06-09 12:22:02 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-018_ses01-to-ses02 seed=3 acc=0.7200 (ntr=160 nval=40 nte=200)
2026-06-09 12:22:08 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-018_ses01-to-ses03 seed=3 acc=0.6250 (ntr=160 nval=40 nte=200)
2026-06-09 12:22:13 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-018_ses02-to-ses01 seed=3 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 12:22:18 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-018_ses02-to-ses03 seed=3 acc=0.5900 (ntr=160 nval=40 nte=200)
2026-06-09 12:22:26 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-018_ses03-to-ses01 seed=3 acc=0.5500 (ntr=160 nval=40 nte=200)
2026-06-09 12:22:33 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-018_ses03-to-ses02 seed=3 acc=0.7450 (ntr=160 nval=40 nte=200)
2026-06-09 12:22:40 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-019_ses01-to-ses02 seed=3 acc=0.5700 (ntr=160 nval=40 nte=200)
2026-06-09 12:22:48 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-019_ses01-to-ses03 seed=3 acc=0.6150 (ntr=160 nval=40 nte=200)
2026-06-09 12:22:54 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-019_ses02-to-ses01 seed=3 acc=0.5700 (ntr=160 nval=40 nte=200)
2026-06-09 12:22:59 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-019_ses02-to-ses03 seed=3 acc=0.7450 (ntr=160 nval=40 nte=200)
2026-06-09 12:23:05 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-019_ses03-to-ses01 seed=3 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 12:23:10 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-019_ses03-to-ses02 seed=3 acc=0.7300 (ntr=160 nval=40 nte=200)
2026-06-09 12:23:26 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-020_ses01-to-ses02 seed=3 acc=0.8600 (ntr=160 nval=40 nte=200)
2026-06-09 12:23:40 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-020_ses01-to-ses03 seed=3 acc=0.6000 (ntr=160 nval=40 nte=200)
2026-06-09 12:23:58 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-020_ses02-to-ses01 seed=3 acc=0.7100 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:15 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-020_ses02-to-ses03 seed=3 acc=0.5650 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:23 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-020_ses03-to-ses01 seed=3 acc=0.4600 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:30 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-020_ses03-to-ses02 seed=3 acc=0.4800 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:39 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-021_ses01-to-ses02 seed=3 acc=0.6850 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:48 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-021_ses01-to-ses03 seed=3 acc=0.7600 (ntr=160 nval=40 nte=200)
2026-06-09 12:24:58 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-021_ses02-to-ses01 seed=3 acc=0.7450 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:08 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-021_ses02-to-ses03 seed=3 acc=0.7950 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:13 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-021_ses03-to-ses01 seed=3 acc=0.5350 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:17 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-021_ses03-to-ses02 seed=3 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:22 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-022_ses01-to-ses02 seed=3 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:26 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-022_ses01-to-ses03 seed=3 acc=0.5850 (ntr=160 nval=40 nte=200)
2026-06-09 12:25:37 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-022_ses02-to-ses01 seed=3 acc=0.6150 (ntr=160 nval=40 nte=200)
